"","GID","Lat","Long","SiteCode","ToBufDist","DateDeployed","DateCollected","TrapStatus","FemaleAeaeg","MaleAeaeg","FemalesTested","FemaleAeaeg2","Female_wMel","Female_wMelPop","MalesTested","MaleAeaeg2","Male_wMel","Male_wMelPop","DayDeployed","DayCollected","DaysActive"
"381",427,-16.91646,145.75903,"PP22",0,2013-03-19,2013-03-26,TRUE,7,4,7,7,7,0,4,4,4,0,77,84,7
"382",35627,-16.91646,145.75845,"PP21",0,2013-03-19,2013-03-26,TRUE,7,2,7,7,4,0,2,2,1,0,77,84,7
"383",435,-16.91749,145.75932,"PP20-1",0,2013-03-19,2013-03-26,TRUE,25,4,25,25,21,0,4,4,4,0,77,84,7
"384",507,-16.91866,145.75994,"PP19",0,2013-03-19,2013-03-26,TRUE,10,0,10,10,7,0,NA,NA,NA,NA,77,84,7
"385",21693,-16.91975,145.76381,"PP27",0,2013-03-19,2013-03-26,TRUE,18,4,18,18,17,0,4,4,4,0,77,84,7
"386",494,-16.91929,145.76012,"PP18",0,2013-03-19,2013-03-26,TRUE,9,12,9,9,8,0,12,12,8,0,77,84,7
"387",619,-16.92303,145.76327,"PP08",0,2013-03-19,2013-03-26,TRUE,13,3,13,13,12,0,3,3,1,0,77,84,7
"388",23970,-16.9205,145.7664,"PP01",0,2013-03-19,2013-03-26,TRUE,27,6,27,27,15,0,6,6,3,0,77,84,7
"389",13424,-16.91982,145.7657,"PP02",0,2013-03-19,2013-03-26,TRUE,6,1,6,6,4,0,1,1,1,0,77,84,7
"390",36629,-16.92062,145.76477,"PP03",0,2013-03-19,2013-03-26,TRUE,25,16,25,25,24,0,16,16,16,0,77,84,7
"391",26646,-16.92096,145.76434,"PP04",0,2013-03-19,2013-03-26,TRUE,7,3,7,7,7,0,3,3,2,0,77,84,7
"392",643,-16.92186,145.76408,"PP05",0,2013-03-19,2013-03-26,TRUE,10,2,10,10,9,0,2,2,2,0,77,84,7
"393",626,-16.92237,145.7633,"PP07",0,2013-03-19,2013-03-26,TRUE,18,20,18,18,12,0,20,20,17,0,77,84,7
"394",602,-16.92344,145.76225,"PP09",0,2013-03-19,2013-03-26,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,77,84,7
"395",573,-16.92339,145.76163,"PP10",0,2013-03-19,2013-03-26,TRUE,10,10,10,10,7,0,10,10,10,0,77,84,7
"396",23463,-16.91717,145.76106,"PP11-1",0,2013-03-19,2013-03-26,TRUE,16,0,16,16,14,0,NA,NA,NA,NA,77,84,7
"397",26687,-16.92112,145.76051,"PP12",0,2013-03-19,2013-03-26,TRUE,25,11,25,25,15,0,11,11,6,0,77,84,7
"398",12036,-16.92137,145.76194,"PP13",0,2013-03-19,2013-03-26,TRUE,26,8,26,26,18,0,8,8,7,0,77,84,7
"399",44074,-16.92359,145.76091,"PP15-1",0,2013-03-19,2013-03-26,TRUE,11,20,11,11,10,0,20,20,20,0,77,84,7
"400",35611,-16.92006,145.76126,"PP16",0,2013-03-19,2013-03-26,TRUE,5,4,5,5,5,0,4,4,4,0,77,84,7
"401",478,-16.91868,145.76137,"PP17",0,2013-03-19,2013-03-26,TRUE,12,7,12,12,10,0,7,7,6,0,77,84,7
"402",6511,-16.92036,145.76231,"PP14",0,2013-03-19,2013-03-26,TRUE,15,23,15,15,11,0,23,23,20,0,77,84,7
"403",651,-16.92109,145.76342,"PP06",0,2013-03-19,2013-03-26,TRUE,8,2,8,8,7,0,2,2,2,0,77,84,7
"404",900029,-16.91801,145.76245,"PP44",0,2013-03-26,2013-04-03,TRUE,21,2,21,21,18,0,2,2,2,0,84,92,8
"405",623,-16.92215,145.76311,"PP31",0,2013-03-26,2013-04-03,TRUE,3,2,3,3,2,0,2,2,1,0,84,92,8
"406",47501,-16.91546,145.76033,"PP30",0,2013-03-26,2013-04-03,TRUE,6,4,6,6,4,0,4,4,4,0,84,92,8
"407",53343,-16.91735,145.76202,"PP29",0,2013-03-26,2013-04-03,TRUE,23,15,23,23,18,0,15,15,11,0,84,92,8
"408",55377,-16.91715,145.76301,"PP28",0,2013-03-26,2013-04-03,TRUE,3,0,3,3,2,0,NA,NA,NA,NA,84,92,8
"409",21693,-16.91975,145.76381,"PP27",0,2013-03-26,2013-04-03,TRUE,9,0,9,9,9,0,NA,NA,NA,NA,84,92,8
"410",67089,-16.91863,145.76443,"PP26",0,2013-03-26,2013-04-03,TRUE,12,9,12,12,11,0,9,9,9,0,84,92,8
"411",22950,-16.91897,145.76313,"PP25",0,2013-03-26,2013-04-03,TRUE,26,2,26,26,19,0,2,2,1,0,84,92,8
"412",494,-16.91929,145.76012,"PP18",0,2013-03-26,2013-04-03,TRUE,21,22,21,21,21,0,22,22,21,0,84,92,8
"413",507,-16.91866,145.75994,"PP19",0,2013-03-26,2013-04-03,TRUE,9,8,9,9,7,0,8,8,6,0,84,92,8
"414",435,-16.91749,145.75932,"PP20-1",0,2013-03-26,2013-04-03,TRUE,15,5,15,15,12,0,5,5,3,0,84,92,8
"415",35627,-16.91646,145.75845,"PP21",0,2013-03-26,2013-04-03,TRUE,14,8,14,14,14,0,8,8,7,0,84,92,8
"416",427,-16.91646,145.75903,"PP22",0,2013-03-26,2013-04-03,TRUE,5,3,5,5,5,0,3,3,3,0,84,92,8
"417",450,-16.91655,145.75955,"PP23",0,2013-03-26,2013-04-03,TRUE,13,3,13,13,12,0,3,3,3,0,84,92,8
"418",47457,-16.91626,145.76032,"PP24",0,2013-03-26,2013-04-03,TRUE,25,2,25,25,25,0,2,2,2,0,84,92,8
"419",602,-16.92344,145.76225,"PP09",0,2013-03-26,2013-04-03,TRUE,15,8,15,15,12,0,8,8,5,0,84,92,8
"420",36629,-16.92062,145.76477,"PP03",0,2013-03-26,2013-04-03,TRUE,8,4,8,8,8,0,4,4,4,0,84,92,8
"421",23463,-16.91717,145.76106,"PP11-1",0,2013-03-26,2013-04-03,TRUE,6,1,6,6,6,0,1,1,1,0,84,92,8
"422",35611,-16.92006,145.76126,"PP16",0,2013-03-26,2013-04-03,TRUE,4,0,4,4,3,0,NA,NA,NA,NA,84,92,8
"423",13424,-16.91982,145.7657,"PP02",0,2013-03-26,2013-04-03,TRUE,6,2,6,6,5,0,2,2,1,0,84,92,8
"424",26646,-16.92096,145.76434,"PP04",0,2013-03-26,2013-04-03,TRUE,3,1,3,3,3,0,1,1,1,0,84,92,8
"425",643,-16.92186,145.76408,"PP05",0,2013-03-26,2013-04-03,TRUE,23,17,23,23,21,0,17,17,15,0,84,92,8
"426",651,-16.92109,145.76342,"PP06",0,2013-03-26,2013-04-03,TRUE,5,0,5,5,5,0,NA,NA,NA,NA,84,92,8
"427",626,-16.92237,145.7633,"PP07",0,2013-03-26,2013-04-03,TRUE,11,8,11,11,10,0,8,8,5,0,84,92,8
"428",6511,-16.92036,145.76231,"PP14",0,2013-03-26,2013-04-03,TRUE,27,26,27,27,23,0,26,26,20,0,84,92,8
"429",573,-16.92339,145.76163,"PP10",0,2013-03-26,2013-04-03,TRUE,13,3,13,13,11,0,3,3,3,0,84,92,8
"430",26687,-16.92112,145.76051,"PP12",0,2013-03-26,2013-04-03,TRUE,29,9,29,29,16,0,9,9,5,0,84,92,8
"431",12036,-16.92137,145.76194,"PP13",0,2013-03-26,2013-04-03,TRUE,35,14,35,35,30,0,14,14,9,0,84,92,8
"432",619,-16.92303,145.76327,"PP08",0,2013-03-26,2013-04-03,TRUE,5,4,5,5,4,0,4,4,3,0,84,92,8
"433",44074,-16.92359,145.76091,"PP15-1",0,2013-03-26,2013-04-03,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,84,92,8
"434",26646,-16.92096,145.76434,"PP04",0,2013-04-03,2013-04-09,TRUE,0,2,NA,NA,NA,NA,2,2,2,0,92,98,6
"435",47501,-16.91546,145.76033,"PP30",0,2013-04-03,2013-04-09,TRUE,9,0,9,9,8,0,NA,NA,NA,NA,92,98,6
"436",53343,-16.91735,145.76202,"PP29",0,2013-04-03,2013-04-09,TRUE,14,10,14,14,11,0,10,10,9,0,92,98,6
"437",21693,-16.91975,145.76381,"PP27",0,2013-04-03,2013-04-09,TRUE,21,1,21,21,19,0,1,1,1,0,92,98,6
"438",55377,-16.91715,145.76301,"PP28",0,2013-04-03,2013-04-09,TRUE,0,1,NA,NA,NA,NA,1,1,0,0,92,98,6
"439",623,-16.92215,145.76311,"PP31",0,2013-04-03,2013-04-09,TRUE,8,1,8,8,6,0,1,1,0,0,92,98,6
"440",900029,-16.91801,145.76245,"PP44",0,2013-04-03,2013-04-09,TRUE,8,2,8,8,7,0,2,2,2,0,92,98,6
"441",67089,-16.91863,145.76443,"PP26",0,2013-04-03,2013-04-09,TRUE,12,29,12,12,10,0,29,29,29,0,92,98,6
"442",643,-16.92186,145.76408,"PP05",0,2013-04-03,2013-04-09,TRUE,13,7,13,13,12,0,7,7,7,0,92,98,6
"443",22950,-16.91897,145.76313,"PP25",0,2013-04-03,2013-04-09,TRUE,11,1,11,11,10,0,1,1,1,0,92,98,6
"444",23970,-16.9205,145.7664,"PP01",0,2013-04-03,2013-04-09,TRUE,31,3,31,31,20,0,3,3,2,0,92,98,6
"445",651,-16.92109,145.76342,"PP06",0,2013-04-03,2013-04-09,TRUE,9,2,9,9,9,0,2,2,2,0,92,98,6
"446",626,-16.92237,145.7633,"PP07",0,2013-04-03,2013-04-09,TRUE,12,6,12,12,11,0,6,6,5,0,92,98,6
"447",619,-16.92303,145.76327,"PP08",0,2013-04-03,2013-04-09,TRUE,6,8,6,6,5,0,8,8,7,0,92,98,6
"448",602,-16.92344,145.76225,"PP09",0,2013-04-03,2013-04-09,TRUE,5,9,5,5,5,0,9,9,6,0,92,98,6
"449",573,-16.92339,145.76163,"PP10",0,2013-04-03,2013-04-09,TRUE,8,1,8,8,4,0,1,1,1,0,92,98,6
"450",23463,-16.91717,145.76106,"PP11-1",0,2013-04-03,2013-04-09,TRUE,11,0,11,11,11,0,NA,NA,NA,NA,92,98,6
"451",26687,-16.92112,145.76051,"PP12",0,2013-04-03,2013-04-09,TRUE,25,14,25,25,18,0,14,14,5,0,92,98,6
"452",12036,-16.92137,145.76194,"PP13",0,2013-04-03,2013-04-09,TRUE,23,14,23,23,21,0,14,14,10,0,92,98,6
"453",6511,-16.92036,145.76231,"PP14",0,2013-04-03,2013-04-09,TRUE,26,32,26,26,23,0,32,32,30,0,92,98,6
"454",435,-16.91749,145.75932,"PP20-1",0,2013-04-03,2013-04-09,TRUE,8,0,8,8,6,0,NA,NA,NA,NA,92,98,6
"455",35611,-16.92006,145.76126,"PP16",0,2013-04-03,2013-04-09,TRUE,1,0,1,1,1,0,NA,NA,NA,NA,92,98,6
"456",478,-16.91868,145.76137,"PP17",0,2013-04-03,2013-04-09,TRUE,6,1,6,6,6,0,1,1,1,0,92,98,6
"457",494,-16.91929,145.76012,"PP18",0,2013-04-03,2013-04-09,TRUE,14,10,14,14,13,0,10,10,7,0,92,98,6
"458",507,-16.91866,145.75994,"PP19",0,2013-04-03,2013-04-09,TRUE,6,2,6,6,4,0,2,2,1,0,92,98,6
"459",13424,-16.91982,145.7657,"PP02",0,2013-04-03,2013-04-09,TRUE,8,0,8,8,7,0,NA,NA,NA,NA,92,98,6
"460",36629,-16.92062,145.76477,"PP03",0,2013-04-03,2013-04-09,TRUE,9,0,9,9,9,0,NA,NA,NA,NA,92,98,6
"461",427,-16.91646,145.75903,"PP22",0,2013-04-03,2013-04-09,TRUE,3,1,3,3,2,0,1,1,1,0,92,98,6
"462",35627,-16.91646,145.75845,"PP21",0,2013-04-03,2013-04-09,TRUE,4,1,4,4,3,0,1,1,0,0,92,98,6
"463",450,-16.91655,145.75955,"PP23",0,2013-04-03,2013-04-09,TRUE,6,2,6,6,6,0,2,2,2,0,92,98,6
"464",47457,-16.91626,145.76032,"PP24",0,2013-04-03,2013-04-09,TRUE,14,3,14,14,12,0,3,3,3,0,92,98,6
"465",900029,-16.91801,145.76245,"PP44",0,2013-04-09,2013-04-16,TRUE,3,5,3,3,3,0,5,5,4,0,98,105,7
"466",623,-16.92215,145.76311,"PP31",0,2013-04-09,2013-04-16,TRUE,3,1,3,3,3,0,1,1,1,0,98,105,7
"467",53343,-16.91735,145.76202,"PP29",0,2013-04-09,2013-04-16,TRUE,13,37,13,13,11,0,37,37,35,0,98,105,7
"468",55377,-16.91715,145.76301,"PP28",0,2013-04-09,2013-04-16,TRUE,2,1,2,2,2,0,1,1,1,0,98,105,7
"469",21693,-16.91975,145.76381,"PP27",0,2013-04-09,2013-04-16,TRUE,12,2,12,12,9,0,2,2,2,0,98,105,7
"470",47501,-16.91546,145.76033,"PP30",0,2013-04-09,2013-04-16,TRUE,7,1,7,7,5,0,1,1,0,0,98,105,7
"471",67089,-16.91863,145.76443,"PP26",0,2013-04-09,2013-04-16,TRUE,7,5,7,7,5,0,5,5,5,0,98,105,7
"472",626,-16.92237,145.7633,"PP07",0,2013-04-09,2013-04-16,TRUE,6,3,6,6,5,0,3,3,2,0,98,105,7
"473",22950,-16.91897,145.76313,"PP25",0,2013-04-09,2013-04-16,TRUE,21,11,21,21,16,0,11,11,10,0,98,105,7
"474",23970,-16.9205,145.7664,"PP01",0,2013-04-09,2013-04-16,TRUE,12,4,12,12,11,0,4,4,3,0,98,105,7
"475",13424,-16.91982,145.7657,"PP02",0,2013-04-09,2013-04-16,TRUE,6,3,6,6,5,0,3,3,2,0,98,105,7
"476",36629,-16.92062,145.76477,"PP03",0,2013-04-09,2013-04-16,TRUE,15,5,15,15,15,0,5,5,5,0,98,105,7
"477",26646,-16.92096,145.76434,"PP04",0,2013-04-09,2013-04-16,TRUE,9,6,9,9,9,0,6,6,6,0,98,105,7
"478",651,-16.92109,145.76342,"PP06",0,2013-04-09,2013-04-16,TRUE,9,0,9,9,9,0,NA,NA,NA,NA,98,105,7
"479",619,-16.92303,145.76327,"PP08",0,2013-04-09,2013-04-16,TRUE,6,0,6,6,5,0,NA,NA,NA,NA,98,105,7
"480",602,-16.92344,145.76225,"PP09",0,2013-04-09,2013-04-16,TRUE,15,9,15,15,15,0,9,9,9,0,98,105,7
"481",573,-16.92339,145.76163,"PP10",0,2013-04-09,2013-04-16,TRUE,11,6,11,11,10,0,6,6,5,0,98,105,7
"482",23463,-16.91717,145.76106,"PP11-1",0,2013-04-09,2013-04-16,TRUE,1,0,1,1,1,0,NA,NA,NA,NA,98,105,7
"483",26687,-16.92112,145.76051,"PP12",0,2013-04-09,2013-04-16,TRUE,20,4,20,20,12,0,4,4,4,0,98,105,7
"484",507,-16.91866,145.75994,"PP19",0,2013-04-09,2013-04-16,TRUE,10,2,10,10,6,0,2,2,2,0,98,105,7
"485",450,-16.91655,145.75955,"PP23",0,2013-04-09,2013-04-16,TRUE,10,2,10,10,9,0,2,2,2,0,98,105,7
"486",643,-16.92186,145.76408,"PP05",0,2013-04-09,2013-04-16,TRUE,18,13,18,18,15,0,13,13,11,0,98,105,7
"487",47457,-16.91626,145.76032,"PP24",0,2013-04-09,2013-04-16,TRUE,20,5,18,18,17,0,5,5,5,0,98,105,7
"488",12036,-16.92137,145.76194,"PP13",0,2013-04-09,2013-04-16,TRUE,13,3,13,13,13,0,3,3,3,0,98,105,7
"489",427,-16.91646,145.75903,"PP22",0,2013-04-09,2013-04-16,TRUE,4,1,4,4,4,0,1,1,1,0,98,105,7
"490",435,-16.91749,145.75932,"PP20-1",0,2013-04-09,2013-04-16,TRUE,10,3,10,10,9,0,4,4,4,0,98,105,7
"491",494,-16.91929,145.76012,"PP18",0,2013-04-09,2013-04-16,TRUE,12,13,12,12,11,0,13,13,13,0,98,105,7
"492",478,-16.91868,145.76137,"PP17",0,2013-04-09,2013-04-16,TRUE,11,1,11,11,11,0,1,1,1,0,98,105,7
"493",35611,-16.92006,145.76126,"PP16",0,2013-04-09,2013-04-16,TRUE,6,8,6,6,6,0,8,8,8,0,98,105,7
"494",6511,-16.92036,145.76231,"PP14",0,2013-04-09,2013-04-16,TRUE,29,20,29,29,20,0,20,20,17,0,98,105,7
"495",35627,-16.91646,145.75845,"PP21",0,2013-04-09,2013-04-16,TRUE,1,0,1,1,1,0,NA,NA,NA,NA,98,105,7
